Nombre,Marca,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Batería,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua
monitor,Samsung,4394033,33687.51625605346,13178.34423128135,2021,,8K,,,,,
laptop,Lenovo,3504265,19213.065225015558,4167.948320312306,2005,,,OLED,5G,,128GB,
camara,Panasonic,2408532,24409.743524731795,626.8757450906305,2017,,4K,,,,,
smart watch,Apple,5083333,6916.456392806192,196.82329442861462,2005,,,,5G,,,
tablet,Amazon,1988615,26998.994060175555,555.1459045651402,2014,5965.0,,LCD,5G,32GB,1TB,
cargador,Apple,7581542,41779.006855113155,161.92547635620525,2004,,,,,,,
cpu,AMD,6768924,4731.871749325404,11599.868524917296,2014,,,,,,,
parlante,Sony,7309406,13880.776154871197,1110.1642962741992,2008,,,,4G,,,
tablet,Amazon,2410962,25098.72018041412,215.6008466389015,2001,,,LCD,NFC,4GB,,
tablet,Amazon,8986820,5627.830696993375,671.9681777709457,2011,7285.0,,LCD,Bluetooth,16GB,1TB,
laptop,Apple,9165947,7871.570479610772,4366.628564005414,2004,,,,WiFi,16GB,1TB,
audifonos,Beats,7663850,37963.63234779348,240.63529004396085,2002,,,,WiFi,,,
secadora,LG,1632800,33026.26701654485,134899.41567211004,2017,,,,,,,
lavadora,LG,9875739,5918.308760252298,117649.28554492387,2013,,,,,,,
laptop,HP,6186701,44438.19014052188,2964.721097642375,2008,9078.0,,LCD,WiFi,,512GB,
smart watch,Samsung,9419857,32305.199934243898,197.96260668386128,2013,3257.0,,LCD,,,,IP67
cpu,Qualcomm,1894003,14618.389287856246,7952.026638263973,2006,,,,,,,
cpu,Qualcomm,8408505,28909.353268972245,16839.301898602644,2005,,,,,,,
tablet,Samsung,6141287,26104.80118601099,440.93147127301097,2015,7419.0,,,NFC,32GB,64GB,
cargador,Samsung,9458129,1419.8916949021987,173.72041042895347,2009,,,,,,,
televisores,LG,4823722,39372.06413747338,115986.24377951128,2001,,8K,LED,,,,
smart watch,Samsung,7261073,20137.69359558727,152.27178505274645,2003,,,LED,WiFi,,,None
mouse,HP,9974525,13716.954399243323,459.33982601233083,2019,,,,,,,
lavadora,Samsung,388599,47957.51139273756,105701.75028277909,2000,,,,,,,
nevera,Whirlpool,991206,30881.66672926257,157215.37852417325,2005,,,,,,,
smart watch,Fitbit,3340047,12495.229657586642,116.09830909080398,2011,,,LCD,Bluetooth,,,None
laptop,Dell,898332,40773.142431984816,3266.119248133755,2009,,,LED,Bluetooth,4GB,64GB,
cpu,Qualcomm,739127,35625.70775062461,8536.613054011928,2012,,,,,,,
lavadora,Bosch,4777109,42440.25152979614,134970.28045300095,2020,,,,,,,
cargador,Samsung,1134473,44028.96200032922,155.6531885736195,2013,,,,,,,
camara,Panasonic,8911276,19771.816152235107,2602.8076178517763,2012,,4K,,,,,
lavadora,Samsung,4014155,17185.935429278714,137495.3127428087,2012,,,,,,,
secadora,Bosch,436738,13451.65031979312,106418.37362660386,2020,,,,,,,
camara,Nikon,5195245,47734.47874356907,2162.601890024709,2001,,4K,,,,,
cargador,Apple,755230,3800.5345105063493,98.91616051595194,2011,,,,,,,
secadora,Whirlpool,1379710,20136.092927244594,138559.76866556503,2011,,,,,,,
smart watch,Samsung,5683617,49171.937318971264,152.1250938486604,2004,3087.0,,LCD,5G,,,IP67
smart watch,Apple,9417601,39180.43766830262,110.24168788886284,2020,7129.0,,LCD,4G,,,IP67
audifonos,Sennheiser,4402148,49657.876813853676,293.68097412910345,2021,,,,,,,
monitor,Samsung,8837926,1906.515467079648,7006.093834506357,2001,,8K,,,,,
mouse,HP,2575439,11438.57240774928,321.21584370149253,2013,,,,,,,
laptop,Dell,1296182,41366.73405988641,3644.4563808911125,2005,,,OLED,4G,16GB,,
camara,Sony,1136256,32198.67715666271,2722.3579369967715,2017,,,,,,,
cpu,Intel,665506,9787.220863215625,16419.36887571346,2017,,,,,,,
monitor,HP,3586939,25808.97689930623,9151.908768602938,2007,,8K,LCD,,,,
secadora,Samsung,5502451,32806.634924396145,149723.97214552975,2003,,,,,,,
lavadora,Samsung,5652215,47858.2946941511,129946.85364061335,2018,,,,,,,
teclado,Corsair,2574413,49712.34072780591,2632.5872418993263,2008,,,,,,,
tablet,Samsung,6033393,3754.7479779173464,347.4896642309316,2010,,,LED,NFC,32GB,512GB,
laptop,Dell,6340627,18609.41599961066,5776.456926357412,2005,1976.0,,LCD,,32GB,,
monitor,Dell,7160514,23960.353840823827,11146.188056863946,2011,,4K,LED,,,,
cargador,Belkin,7790645,44507.93418993431,137.79446157765062,2003,,,,,,,
cargador,Anker,446387,37881.79598970388,74.37723499589879,2003,,,,,,,
mouse,HP,2580635,23577.1424316796,319.54921898312693,2001,,,,,,,
audifonos,Sennheiser,6499811,40387.6269777486,427.94474787420904,2003,,,,,,,
mouse,Razer,1217035,1196.704601730937,280.1545151475651,2005,,,,,,,
camara,Panasonic,944882,45191.89382978319,1100.8898028124418,2014,,1080p,,,,,
smart watch,Garmin,1201155,36934.47106092491,53.38449215347273,2017,,,LED,NFC,,,None
tablet,Apple,9509750,38783.284899947845,476.7148299996639,2023,6986.0,,OLED,WiFi,32GB,64GB,
celular,Huawei,641477,21568.872537134983,271.04349015069926,2011,,,,,4GB,256GB,IP68
laptop,Lenovo,4995765,38493.42143308032,5351.513937756577,2003,,,OLED,,8GB,256GB,
laptop,Dell,8722236,18004.097463796254,3923.981228156475,2012,3637.0,,OLED,Bluetooth,,1TB,
camara,Nikon,7236617,47685.727501063746,2453.526439144538,2013,,4K,,,,,
secadora,Whirlpool,4157346,40697.111776643826,140935.5191254897,2016,,,,,,,
celular,Huawei,2275932,14024.011982913984,287.37184328126864,2015,,,,NFC,16GB,256GB,
camara,Nikon,3096142,48372.5156214704,2441.562919430161,2013,,,,,,,
teclado,Razer,6609900,43722.789280515215,2294.6892846446494,2022,,,,,,,
celular,Apple,3428087,21999.794521964584,410.8109780590847,2009,8952.0,,,4G,4GB,128GB,
televisores,LG,9846013,23880.06943786407,141301.3537603569,2019,,8K,OLED,,,,
tablet,Amazon,6661190,20880.850656171064,267.03289761274124,2011,,,LCD,WiFi,8GB,256GB,
cargador,Belkin,5128759,10759.855703602494,53.957590943239154,2021,,,,,,,
laptop,Dell,3512725,13734.409236803833,2544.5533363989935,2011,2712.0,,LCD,,4GB,256GB,
celular,Apple,4571026,2101.4660468053535,357.56611304294177,2018,,,,5G,8GB,128GB,None
teclado,Corsair,6301328,15358.009419028336,2779.004150716492,2015,,,,,,,
nevera,LG,8427900,4731.377199783367,201154.3639243829,2000,,,,,,,
laptop,Dell,530211,38862.930820171394,7938.22661605375,2013,,,OLED,,32GB,512GB,
monitor,Dell,2807210,48110.242290098824,5343.334843728523,2015,,8K,LCD,,,,
parlante,JBL,2864689,22848.54912255663,1776.442454902447,2016,,,,NFC,,,
mouse,HP,4457894,49976.564094751935,399.9587804896076,2002,,,,,,,
secadora,LG,7029640,7807.130771967506,141473.7295836019,2005,,,,,,,
cargador,Anker,6077209,35642.7201891643,105.74447506578642,2011,,,,,,,
cpu,IBM,6740058,20139.307940091956,6930.129104981274,2016,,,,,,,
secadora,Samsung,9979683,22060.660778129586,123705.31930997474,2010,,,,,,,
laptop,Apple,9185837,35026.87472051273,2911.982321039841,2007,,,LED,5G,,,
tablet,Huawei,998451,10117.93856799632,207.81159567185085,2021,,,LED,Bluetooth,8GB,128GB,
teclado,Razer,9889976,42857.40201968277,637.7613033167471,2008,,,,,,,
monitor,Samsung,4193227,41376.108099626785,17450.230417812534,2000,,4K,LCD,,,,
televisores,TCL,3570991,46042.06575449237,141506.39497620336,2008,,8K,LCD,,,,
tablet,Amazon,384374,7953.855656988456,218.8188912727719,2012,7188.0,,LED,WiFi,32GB,128GB,
secadora,Bosch,5989513,9280.257481161521,126119.37083194872,2015,,,,,,,
cpu,IBM,2506880,19529.728130403357,18921.637949891323,2018,,,,,,,
camara,Nikon,5214436,12555.37844197828,4549.949707726613,2012,,1080p,,,,,
laptop,Dell,4797123,17320.392480419323,2851.4513407777354,2019,,,,4G,16GB,1TB,
smart watch,Garmin,9739245,7084.5832781739155,83.19059688994523,2011,2507.0,,LED,,,,IP68
camara,Sony,8886991,24411.511352080495,3059.1444470339375,2005,,4K,,,,,
smart watch,Samsung,2761142,42130.99370937451,171.1538385854675,2009,5292.0,,,,,,None
monitor,Samsung,6302995,26179.42199922559,13245.56638641899,2004,,8K,LCD,,,,
smart watch,Fitbit,5169316,7653.390597363856,97.10512615887292,2000,6295.0,,OLED,5G,,,IP68
cargador,Apple,6770071,29063.688800087974,109.08722978472228,2015,,,,,,,
teclado,Microsoft,1501988,18824.102132691263,572.477199462686,2010,,,,,,,
lavadora,Whirlpool,2042793,30812.058246020628,122711.40926289147,2005,,,,,,,
celular,Apple,8773134,25860.687950757354,282.60964164244234,2012,,,,,,64GB,
monitor,HP,7231158,30911.91020480019,6205.100519942435,2009,,8K,OLED,,,,
secadora,Bosch,5955422,38381.05172071791,148846.61123977177,2021,,,,,,,
monitor,HP,4941863,44088.68326226836,15503.131904144613,2006,,1080p,,,,,
cpu,AMD,1587069,1896.2872895105022,8579.789372701232,2021,,,,,,,
lavadora,Samsung,6406681,42150.49566084421,126334.06557286062,2013,,,,,,,
smart watch,Garmin,9988419,13481.646674166937,76.07700692718392,2000,,,OLED,NFC,,,
audifonos,Beats,5241010,13366.899085891775,89.0266112976723,2015,,,,NFC,,,
nevera,Samsung,678249,7770.376262182539,254407.51827467125,2000,,,,,,,
teclado,Logitech,2789038,32786.51730057106,1216.9421222557287,2016,,,,,,,
parlante,LG,6986366,32090.291194507998,4113.094424881005,2006,,,,,,,
cpu,AMD,2796905,42692.618048859404,9267.727124720377,2008,,,,,,,
laptop,Dell,3867828,28249.90719129164,6597.672542703675,2006,2651.0,,LED,NFC,4GB,,
monitor,LG,2859415,9488.594335595402,9221.255727670567,2011,,8K,LCD,,,,
televisores,Samsung,8031147,35815.93827737672,171035.0423688195,2010,,8K,LCD,,,,
secadora,LG,5319220,39649.46029089894,103033.44973411772,2014,,,,,,,
audifonos,Beats,5656859,12844.925726385038,105.840660471819,2023,,,,,,,
parlante,JBL,4534633,30758.150410803908,4854.5738382874015,2003,,,,4G,,,
cargador,Anker,8145716,1607.7904199782606,151.9380937664643,2011,,,,,,,
mouse,Microsoft,257463,19463.200330218147,357.9139061931436,2007,,,,,,,
nevera,Whirlpool,1957947,30453.757914681122,293053.6996372584,2021,,,,,,,
audifonos,Bose,3450404,40194.90781836539,163.49953198506844,2004,,,,Bluetooth,,,
tablet,Apple,2022998,21378.11775956304,620.2493979597907,2000,1397.0,,LCD,,4GB,128GB,
televisores,Sony,2884749,36095.62456997098,127410.01071078035,2013,,4K,,,,,
tablet,Apple,7822408,49215.61140518624,474.5692371951713,2001,,,,,,1TB,
camara,Nikon,2462577,18277.58502014098,4948.840532738244,2020,,8K,,,,,
camara,Canon,2574353,37868.68269476571,2202.1473199572674,2011,,8K,,,,,
mouse,HP,4491039,13767.215798084308,499.22048402490293,2014,,,,,,,
smart watch,Apple,2720923,7504.947832730449,157.57281519444092,2011,,,LED,4G,,,None
cpu,AMD,8434459,37245.76126368397,6188.911510380229,2023,,,,,,,
lavadora,Whirlpool,6396795,43137.26174098503,102238.1876425354,2018,,,,,,,
parlante,Sony,6084923,4880.4521372944455,3433.3889613044416,2011,,,,WiFi,,,
laptop,HP,5010694,45750.433827618894,2112.8972873761245,2020,6662.0,,OLED,4G,8GB,,
secadora,Whirlpool,7948079,6994.8971680170835,143087.71842220175,2018,,,,,,,
monitor,LG,5755088,25038.381769037427,6768.9762259079835,2021,,4K,LED,,,,
parlante,Sony,2548516,38198.56206639202,4148.316817471725,2004,,,,4G,,,
mouse,Razer,6292571,46718.889921648544,117.3109767840565,2018,,,,,,,
audifonos,Sennheiser,7003386,2320.847862657578,201.67257687874147,2008,,,,WiFi,,,
cargador,Samsung,7964533,27187.29143983005,101.45183244495138,2007,,,,,,,
cpu,Intel,6312952,25888.696714649697,12008.134244208919,2018,,,,,,,
lavadora,Whirlpool,6125528,1050.199710073583,115122.219651806,2002,,,,,,,
smart watch,Fitbit,4692703,23419.486299272496,84.4213994263059,2009,,,LCD,,,,None
audifonos,Beats,1660200,35439.514421733234,472.38990982038183,2014,,,,Bluetooth,,,
lavadora,Whirlpool,2489057,15992.609688462411,112770.61131866694,2007,,,,,,,
nevera,Samsung,620362,23286.022457580217,215820.86979366245,2002,,,,,,,
laptop,Lenovo,3730500,3905.694447624394,4498.964464214826,2018,3870.0,,LCD,WiFi,8GB,256GB,
televisores,TCL,4296924,47140.28499586851,89161.94701578104,2011,,1080p,OLED,,,,
smart watch,Apple,8312236,25069.502435118302,160.583579614834,2001,1169.0,,,4G,,,IP68
mouse,Razer,5400249,9457.243226242985,274.72367381025657,2007,,,,,,,
smart watch,Fitbit,9975060,44821.38208244047,77.61793241658752,2001,2485.0,,,4G,,,
televisores,Samsung,3759786,24038.07729171356,164253.5731119421,2011,,1080p,LCD,,,,
teclado,Microsoft,6722028,41695.42254402349,1249.9382404958885,2020,,,,,,,
televisores,TCL,1578116,8215.867707373949,182294.370477174,2007,,8K,,,,,
tablet,Huawei,9809013,15541.68487330594,635.9464897381688,2012,7782.0,,,4G,32GB,128GB,
audifonos,Sennheiser,4985505,23817.052957608106,97.03589521217518,2005,,,,NFC,,,
laptop,Dell,4166892,12585.655167229137,5708.327145169593,2000,9887.0,,OLED,,32GB,256GB,
smart watch,Apple,4510043,30923.17493366829,192.91028534488683,2002,4927.0,,LED,5G,,,IP68
monitor,HP,6067786,40071.78295198152,7698.264021869311,2008,,,,,,,
laptop,Dell,3664142,13662.327879295024,6763.28381686116,2022,9679.0,,OLED,4G,,64GB,
nevera,GE,4724265,18419.447771792817,263870.964790858,2021,,,,,,,
cargador,Anker,1692418,11090.49460477763,147.75677081280745,2002,,,,,,,
nevera,LG,9498120,6950.124830267657,171501.28886568645,2019,,,,,,,
parlante,LG,7915023,21522.484449283023,4969.567039198446,2021,,,,4G,,,
nevera,GE,2445642,7308.240019384368,158687.52088524707,2015,,,,,,,
mouse,Microsoft,177106,16125.353655574298,327.6873975658048,2006,,,,,,,
camara,Sony,5301646,14720.282937515261,3476.5616627719533,2012,,,,,,,
audifonos,Bose,1396850,3766.1450330547987,128.58337457023987,2004,,,,5G,,,
monitor,HP,6490777,34434.477233820624,12359.621900098457,2021,,,OLED,,,,
smart watch,Apple,9590244,30592.97877298257,171.99861985367625,2018,6448.0,,LCD,,,,None
cpu,Qualcomm,587131,16880.500219243673,7439.845308446193,2006,,,,,,,
laptop,Apple,6978536,17951.012606609936,2002.4592611080652,2005,,,LED,Bluetooth,,128GB,
audifonos,Bose,3037568,20285.308542844516,102.54343050039793,2006,,,,WiFi,,,
teclado,Microsoft,7399148,43585.620497132295,1473.2467198817626,2002,,,,,,,
cargador,Anker,7717878,35356.660214383184,102.81286204543426,2023,,,,,,,
smart watch,Garmin,7489112,30085.970521410894,92.75848174884004,2022,2633.0,,LCD,5G,,,None
lavadora,Bosch,6043246,40902.53673676294,116968.66438542248,2016,,,,,,,
audifonos,Beats,6603832,32855.3083040617,431.5806604780436,2007,,,,WiFi,,,
audifonos,Sennheiser,5070443,36840.94626120032,456.98312684640047,2023,,,,WiFi,,,
camara,Panasonic,7144170,6538.732946195025,4424.584150643622,2023,,,,,,,
secadora,LG,492355,23922.77588531277,134882.4330820589,2001,,,,,,,
monitor,Samsung,1971493,25297.2567687099,11260.943143920405,2005,,4K,OLED,,,,
secadora,Samsung,6147337,34191.91048473717,105016.37656993611,2017,,,,,,,
cargador,Apple,7298006,12010.026594839492,187.20040248765758,2004,,,,,,,
monitor,LG,656019,20361.70183390065,12742.827385854267,2009,,1080p,LED,,,,
celular,Huawei,1999835,35260.96148767824,467.2682111338839,2018,5733.0,,,4G,16GB,256GB,IP68
celular,Samsung,8157862,43580.92255737785,272.5157465252056,2009,,,,Bluetooth,,512GB,IP68
lavadora,Whirlpool,5048530,42879.707600260226,149685.16371979,2005,,,,,,,
cargador,Samsung,8246399,35823.031636576736,149.80454083139873,2021,,,,,,,
cargador,Apple,2941961,28220.275877735876,194.2559313866768,2016,,,,,,,
mouse,Logitech,6601963,7721.794343929931,112.0384844266192,2003,,,,,,,
televisores,TCL,2265171,9355.99901442041,68981.99936153962,2014,,8K,OLED,,,,
smart watch,Garmin,2838739,518.0610996133662,168.3120016820926,2021,,,LED,NFC,,,None
cpu,AMD,5049904,30263.076463872407,17172.391279577354,2017,,,,,,,
lavadora,Whirlpool,2677853,39104.980161647305,138296.07754992723,2023,,,,,,,
secadora,Whirlpool,334748,40270.92789658378,119257.25599528958,2015,,,,,,,
tablet,Samsung,4759998,32112.592450379503,330.3141979531988,2022,5473.0,,LED,Bluetooth,32GB,1TB,
smart watch,Apple,9229428,3758.1057379001763,161.02398629802255,2022,,,LCD,WiFi,,,IP67
teclado,Corsair,9395532,23612.468770280015,2327.9229095251326,2002,,,,,,,
audifonos,Sony,2204491,25217.52818409104,405.58273039673924,2016,,,,WiFi,,,
cpu,Intel,9461910,31401.729532816957,11834.713149004756,2013,,,,,,,
camara,Sony,6951616,2290.4322507848256,4332.026561910586,2023,,,,,,,
teclado,Razer,6706409,47388.68607532306,1730.1507196366338,2002,,,,,,,
cpu,IBM,3211488,47029.700556583855,11051.956593410476,2012,,,,,,,
monitor,Samsung,2830366,38709.262506044186,14558.624062319548,2021,,8K,,,,,
teclado,Microsoft,3728835,739.1650404057664,1184.9497482402871,2011,,,,,,,
laptop,HP,9666902,30195.923374969767,5410.85352858042,2000,,,,4G,8GB,128GB,
cargador,Anker,6028406,46381.7486881366,51.80035936585774,2003,,,,,,,
celular,Xiaomi,2581686,8121.033709871152,414.7153298193937,2009,1684.0,,,,4GB,512GB,IP67
televisores,Samsung,2733923,24193.338306650297,194056.48060387376,2012,,,LED,,,,
tablet,Amazon,2195634,8077.500355847758,605.4403077142431,2014,1658.0,,,5G,,,
celular,Huawei,2819031,32611.86655074657,436.30413833908443,2019,1872.0,,,5G,8GB,,None
monitor,HP,1272251,21002.36618763354,15033.90718918613,2018,,4K,LED,,,,
parlante,Bose,2733152,4499.983112242663,1517.2096166674933,2017,,,,NFC,,,
teclado,Razer,2172135,17121.460780986316,887.4770887196161,2005,,,,,,,
secadora,Samsung,7423098,31859.21794198025,138000.7655421195,2001,,,,,,,
audifonos,Sony,9496796,36816.679871941444,381.22477883750304,2001,,,,NFC,,,
celular,Apple,1392949,20457.65682528305,417.0091523690721,2020,5288.0,,,NFC,32GB,128GB,None
lavadora,Whirlpool,1926394,33578.49484381783,105678.22083731163,2014,,,,,,,
tablet,Amazon,3170385,34865.54454197782,515.3643819059126,2019,,,OLED,WiFi,32GB,128GB,
celular,Huawei,4525804,8009.183669896244,159.98872030965256,2007,4213.0,,,NFC,32GB,,IP67
smart watch,Samsung,2401040,449.5223411432757,58.62294091951756,2020,,,LCD,Bluetooth,,,IP68
cpu,Intel,8593192,27220.042512522334,18946.416444187962,2022,,,,,,,
cpu,Qualcomm,1783187,20536.61016635352,7627.197104109616,2005,,,,,,,
laptop,HP,2022395,15633.094242777835,2073.431223807383,2006,,,LED,Bluetooth,8GB,512GB,
tablet,Huawei,2053726,43995.04966619569,292.764331441338,2018,,,OLED,WiFi,16GB,256GB,
camara,Panasonic,6896853,10624.014997212782,1262.310006765643,2004,,4K,,,,,
teclado,Microsoft,8343227,13605.994636464271,1226.3183484636206,2021,,,,,,,
secadora,Bosch,7367326,7748.769276765176,118330.55076800153,2010,,,,,,,
cargador,Belkin,932320,45532.710942850834,52.5153110177681,2020,,,,,,,
parlante,Bose,614987,44183.22352196186,2696.09178168373,2021,,,,WiFi,,,
cpu,Qualcomm,4757868,25805.293613521284,7174.219770358424,2021,,,,,,,
secadora,Samsung,700643,23011.514929155477,127013.99493651523,2013,,,,,,,
smart watch,Apple,5740657,20044.256996319647,99.5033590001141,2006,8823.0,,LED,4G,,,IP67
nevera,Whirlpool,6808163,40206.48658554552,246044.43913656013,2008,,,,,,,
camara,Canon,9736604,27443.75475277707,4189.010922831334,2012,,4K,,,,,
nevera,LG,5267747,36719.63300871924,254060.17289051443,2000,,,,,,,
tablet,Apple,5781827,28257.684888943924,513.8451309297686,2016,,,OLED,4G,16GB,64GB,
audifonos,Sennheiser,569413,9594.370651615394,185.8679949299045,2014,,,,4G,,,
cargador,Apple,3040047,9768.477142627002,189.25677898840598,2020,,,,,,,
cpu,Qualcomm,4538589,24014.363652797263,6520.52925871495,2012,,,,,,,
monitor,Samsung,7345935,13320.193313561338,9183.133198888556,2014,,8K,OLED,,,,
televisores,LG,141087,26749.17638736778,180685.7537114686,2016,,8K,LED,,,,
tablet,Samsung,6668238,27532.053447649654,231.1380848982879,2004,,,OLED,,,128GB,
laptop,Dell,4644955,25554.730031531293,6817.727396901549,2005,,,OLED,5G,,,
cpu,IBM,1639847,6638.027103929282,14342.86121575215,2003,,,,,,,
parlante,LG,9808625,23760.112896241943,2250.5281759872323,2004,,,,Bluetooth,,,
parlante,LG,3039079,1754.3147688472493,1860.6364699405442,2018,,,,WiFi,,,
mouse,HP,9639235,45601.24046076955,139.38445964769986,2009,,,,,,,
cargador,Apple,732060,48633.966627809976,111.6363457876781,2002,,,,,,,
laptop,Dell,77906,1255.9510117653942,6142.000498401765,2017,3433.0,,LCD,5G,32GB,512GB,
televisores,Samsung,9959864,26926.597799209936,73223.44278723618,2013,,8K,,,,,
nevera,Samsung,1807237,1837.1577875891642,185538.8017704422,2011,,,,,,,
secadora,Samsung,4538106,42566.33577074766,110293.52835310962,2016,,,,,,,
parlante,JBL,9921372,5106.178787931337,2749.307461502539,2018,,,,Bluetooth,,,
cargador,Samsung,5062494,37849.061689270704,161.17729992568272,2010,,,,,,,
televisores,Sony,1798204,38943.68682728908,63716.986969029385,2010,,8K,LED,,,,
cpu,Qualcomm,7755956,29625.993661797915,8442.024856212129,2017,,,,,,,
audifonos,Beats,146191,43480.298450977694,193.45341015362095,2022,,,,WiFi,,,
monitor,Samsung,9212548,12870.753700206404,7285.12450792055,2006,,1080p,LCD,,,,
lavadora,Bosch,3088305,8807.318506841455,113531.76924339181,2017,,,,,,,
nevera,Whirlpool,5883148,23082.75699104618,227563.1820973541,2003,,,,,,,
teclado,Logitech,417733,32649.502892161803,2494.6737535169736,2015,,,,,,,
